"[4.135982445036222, 0.8187455126929858]",True
"[4.136084397475754, 0.8188052751671635]",True
"[4.136150563267242, 0.8187712179393383]",True
"[4.136104474056797, 0.8187808664761363]",True
"[4.1360632633750685, 0.8187094007334729]",True
"[4.135571966341887, 0.8189324963852441]",True
"[4.135825401692543, 0.8188984882481141]",True
"[4.1357881643630865, 0.8189017925868699]",True
"[4.135613552789917, 0.8189171405137944]",True
"[4.135560925997697, 0.8188867158203423]",True
"[4.135700218578644, 0.818916263647024]",True
"[4.135756594460463, 0.8188799048399407]",True
"[4.135696252885866, 0.8189494847514418]",True
"[4.135796644181399, 0.8189341381957713]",True
"[4.135697332067338, 0.819119931603709]",True
"[4.136250292977533, 0.818841739918354]",True
"[4.136925798556275, 0.8184228703578351]",True
"[4.137199683189461, 0.8183220400897648]",True
"[4.136931398281206, 0.8182931086804167]",True
"[4.136769141690375, 0.8184599087381311]",True
"[4.136303643249738, 0.8188027442309967]",True
"[4.137087120920247, 0.8185265382350095]",True
"[4.137346814428048, 0.8184790563312118]",True
"[4.136788803674238, 0.8182831562574814]",True
"[4.136484719734879, 0.8185821977290763]",True
"[4.136395536494621, 0.818628416806877]",True
"[4.136223547776513, 0.8187045270506018]",True
"[4.13607428579298, 0.818937535961918]",True
"[4.136574365673028, 0.8186779897797084]",True
"[4.137034483744599, 0.8184470509609978]",True
"[4.13747205506076, 0.8183755404971439]",True
"[4.137495348954605, 0.818233839356514]",True
"[4.136825692847269, 0.8182470038683564]",True
"[4.136500484179334, 0.8186368098927423]",True
"[4.137147400986511, 0.8183712211745019]",True
"[4.137519472809652, 0.8183345407498169]",True
"[4.137405490737441, 0.8184436305364463]",True
"[4.1375708160252325, 0.8183485324946979]",True
"[4.137364766751835, 0.8184194616877678]",True
"[4.137529092691054, 0.8183747805964613]",True
"[4.137401203590934, 0.8184045817735588]",True
"[4.137535170926388, 0.8183813767482891]",True
"[4.136720849141484, 0.818293181284064]",True
"[4.136599715703264, 0.818574754069631]",True
"[4.136436453311564, 0.818707722107055]",True
"[4.136643224401363, 0.8186859892820005]",True
"[4.13629393790981, 0.8186440213140301]",True
"[4.136199838846587, 0.8186393021478093]",True
"[4.136126941222525, 0.818748723989239]",True
"[4.136001285809592, 0.8187123001203057]",True
"[4.136177208482738, 0.8188312890531975]",True
"[4.136038938675607, 0.8188061976307484]",True
"[4.135684823470337, 0.8190343994893136]",True
"[4.135961860348882, 0.81882062294608]",True
"[4.135987568703967, 0.8187160201270878]",True
"[4.13612604513658, 0.8186417959495573]",True
"[4.136093961092966, 0.8187405946428694]",True
"[4.136123303433289, 0.8187879583886073]",True
"[4.136158475748726, 0.8188281964470553]",True
"[4.13560597136085, 0.8189638739214183]",True
"[4.135820141829659, 0.8189028713630511]",True
"[4.13574848169939, 0.8188870869670688]",True
"[4.135845935785077, 0.8189153651139343]",True
"[4.135797884409214, 0.8188113814064769]",True
"[4.135817089683942, 0.818962190798995]",True
"[4.135736972059055, 0.8189467961446287]",True
"[4.135829530183613, 0.8189554517561696]",True
"[4.1356784647670075, 0.8189631500350428]",True
"[4.135749525745232, 0.8189012826867188]",True
"[4.1357676989243854, 0.8188734820303467]",True
"[4.1357867730596265, 0.8189524451856209]",True
"[4.135660289272895, 0.8189419631342317]",True
"[4.136280886728047, 0.818792392494155]",True
"[4.1369413644248905, 0.8185566524802927]",True
"[4.13727116686846, 0.8183561615048078]",True
"[4.137502596568577, 0.8183937714124251]",True
"[4.137432506067668, 0.8183375798141526]",True
"[4.137376576188313, 0.8183896081442467]",True
"[4.137511060347749, 0.8183721562937372]",True
"[4.137448489762499, 0.8182981579604526]",True
"[4.137467874623268, 0.8183828150411305]",True
"[4.137443280861715, 0.8183176983205794]",True
"[4.137672913112076, 0.8183673951655243]",True
"[4.1374128768309735, 0.8183540020175599]",True
"[4.137495729960301, 0.8182552522861303]",True
"[4.137366211466929, 0.818343174999022]",True
"[4.137400617317165, 0.8183768650223393]",True
"[4.137545348483862, 0.8182950646793865]",True
"[4.137462056285721, 0.8183480360288939]",True
"[4.137476472368948, 0.8184100438031169]",True
"[4.136314098127039, 0.818471567139108]",True
"[4.137358538215458, 0.8183927581774032]",True
"[4.137344292148817, 0.8183664689212217]",True
"[4.136779804696299, 0.8183657813533823]",True
"[4.136624488380484, 0.8185691107975956]",True
"[4.136107256964983, 0.8188177594027481]",True
"[4.1370290865687185, 0.8185302557793833]",True
"[4.137279070751491, 0.8182900820367769]",True
"[4.137430161102584, 0.8183383240207126]",True
"[4.137517905168582, 0.8182756417615489]",True
"[4.136768693715269, 0.8183350688867272]",True
"[4.136798929076949, 0.8186511364015694]",True
"[4.137237708018272, 0.8184369078267072]",True
"[4.137485325393533, 0.8183642018146919]",True
"[4.137466669875361, 0.8182615803991315]",True
"[4.137560279877872, 0.8182887972335959]",True
"[4.136844479643586, 0.8182343783258759]",True
"[4.1365852112912345, 0.818682680002542]",True
"[4.137132943865956, 0.818470177402396]",True
"[4.137545056356932, 0.8183235217383582]",True
"[4.137459937292269, 0.8183636659094288]",True
"[4.137506879519749, 0.8182752527540201]",True
"[4.137415613198608, 0.8183339777381071]",True
"[4.137467597015753, 0.8183276591550082]",True
"[4.137387444944073, 0.8184202745204147]",True
"[4.137360496251194, 0.818482420090143]",True
"[4.136393574392023, 0.8185050622851274]",True
"[4.13748003804476, 0.8183436118408889]",True
"[4.137565230316495, 0.8182740596053008]",True
"[4.13748841979557, 0.8183577285642655]",True
"[4.1375001229342505, 0.81840246182693]",True
"[4.136287088827571, 0.8186505999874907]",True
"[4.137403233260969, 0.8184537363320591]",True
"[4.137404569763085, 0.8184211551357198]",True
"[4.137601203392139, 0.8183402965468023]",True
"[4.137399299822089, 0.818369765477067]",True
"[4.137466457078755, 0.8184314028530852]",True
"[4.1373702683741085, 0.8183891221315529]",True
"[4.137607542457943, 0.8183804981636328]",True
"[4.137463718788002, 0.8183638617747241]",True
"[4.137623287954399, 0.8183062527162885]",True
"[4.137427109197959, 0.8183894169909387]",True
"[4.136510086744354, 0.8184267132553307]",True
"[4.137510033397839, 0.8183808047719783]",True
"[4.1369143154281955, 0.8182950794978049]",True
"[4.136631797942736, 0.8185777841053692]",True
"[4.137269533954619, 0.8184801399045157]",True
"[4.13631625828357, 0.8185633569946802]",True
"[4.136288829389334, 0.8187085723934743]",True
"[4.137116962234384, 0.818491730855288]",True
"[4.13748879896165, 0.8183420293696525]",True
"[4.1375054410182965, 0.8183650674816207]",True
"[4.136936594727649, 0.8182613663931603]",True
"[4.136802159082304, 0.8186092026745487]",True
"[4.137222514551952, 0.8184537912424781]",True
"[4.137297550348407, 0.8184605848747198]",True
"[4.137470193801686, 0.8184214398175411]",True
"[4.137406225495281, 0.8183566849801085]",True
"[4.137523846722096, 0.8182846269406315]",True
"[4.137456231309013, 0.818342089420415]",True
"[4.137548755006327, 0.8184066431122103]",True
"[4.13676269314911, 0.8183598027287349]",True
"[4.136421238554988, 0.8187610089251746]",True
"[4.137144911116342, 0.8183626376405158]",True
"[4.137433958248473, 0.8183101509342887]",True
"[4.13752215768318, 0.8183096551287022]",True
"[4.1374843523741065, 0.8182663048788149]",True
"[4.1374750312370905, 0.8183396912096619]",True
"[4.137412422311991, 0.8184200359113367]",True
"[4.137397615723228, 0.8184431867668595]",True
"[4.137495630636676, 0.8184008544892326]",True
"[4.137540274420379, 0.8182591598269032]",True
"[4.137539790337245, 0.8182655872929968]",True
"[4.136847931072152, 0.8182109163883817]",True
"[4.1368953055369415, 0.8185983279681047]",True
"[4.136119953623187, 0.8186988249604393]",True
"[4.1372821050288335, 0.818494582640561]",True
"[4.13736171148208, 0.8183825871056981]",True
"[4.137488121854824, 0.8183864819329882]",True
"[4.1369525628888315, 0.8182216737611445]",True
"[4.136570526205369, 0.8185233205798921]",True
"[4.136549288307583, 0.8186386995543221]",True
"[4.13588132142178, 0.8188989910601852]",True
"[4.136698858796525, 0.8186885035310116]",True
"[4.1370228258618775, 0.8184520265501918]",True
"[4.13672735732529, 0.8183886266630432]",True
"[4.136441659473296, 0.8186889740053305]",True
"[4.137106688439301, 0.8184975661924317]",True
"[4.137347238751836, 0.8184119169654802]",True
"[4.1374102337894065, 0.8183598626479495]",True
"[4.137448676230453, 0.818370028664949]",True
"[4.137483249037216, 0.8183248452506477]",True
"[4.137414964215394, 0.8184485928297265]",True
"[4.13755060694422, 0.8183243011167257]",True
"[4.137352550165867, 0.8184331400140972]",True
"[4.137521225667175, 0.818370436315648]",True
"[4.137420442443903, 0.8182991083693009]",True
"[4.136909049911664, 0.8182780733216407]",True
"[4.136489375652325, 0.8186254466201062]",True
"[4.136312116048641, 0.8187983421947966]",True
"[4.136171624252865, 0.8187677814777268]",True
"[4.13693060612353, 0.8184259534930209]",True
"[4.137398734392948, 0.8184348654684733]",True
"[4.137575327813042, 0.8182426876987439]",True
"[4.137412068271285, 0.8183923302674941]",True
"[4.137587107697704, 0.8183140292382366]",True
"[4.1372472261797, 0.8184633021906119]",True
"[4.137520877428639, 0.8182988725056168]",True
"[4.1374355998206065, 0.8183881282033607]",True
"[4.137584304616535, 0.818249627236793]",True
"[4.137428436082274, 0.8183605144338104]",True
"[4.13756582974559, 0.8183023687338921]",True
"[4.137303525541103, 0.8184210585882838]",True
"[4.137510933101822, 0.8183390431422647]",True
"[4.137454092482426, 0.8183123882940222]",True
"[4.137537065114394, 0.8182707686058036]",True
"[4.137420406114866, 0.8183437610533497]",True
"[4.137680258429613, 0.8182555247948035]",True
"[4.137296998555831, 0.8184205661878905]",True
"[4.137450262220221, 0.8183307824976607]",True
"[4.137384323243987, 0.8183822529014667]",True
"[4.136365098325077, 0.8184066715560091]",True
"[4.136722754307263, 0.8183395473030899]",True
"[4.136549271267523, 0.8185994818935562]",True
"[4.136225973330292, 0.8187295494726022]",True
"[4.1362153644554205, 0.81866517518989]",True
"[4.135605021459497, 0.8190382242221576]",True
"[4.136503134348322, 0.8186975364067238]",True
"[4.136800136297682, 0.8184967622662652]",True
"[4.137404243857732, 0.8183570362393049]",True
"[4.13576842037109, 0.8182909776340469]",True
"[4.135794384321993, 0.8186682836874175]",True
"[4.136548571672126, 0.8186195797616905]",True
"[4.136069002277599, 0.8189072815030196]",True
"[4.136620157027209, 0.8185993256407517]",True
"[4.137025286236805, 0.8184474997154946]",True
"[4.137379615536867, 0.8183448398609042]",True
"[4.137421078400293, 0.8184354996246019]",True
"[4.1375249136722925, 0.8183930028321065]",True
"[4.137395814594028, 0.8183957296590932]",True
"[4.137475485566988, 0.8183754021790475]",True
"[4.137457978673859, 0.8183183360709103]",True
"[4.137462646590974, 0.818419353106991]",True
"[4.137487609484672, 0.8183507721737622]",True
"[4.136976559041084, 0.8189954434795657]",True
"[4.1376534593070415, 0.8183196915694378]",True
"[4.137630030078094, 0.8182012080909442]",True
"[4.137423536047926, 0.818335135706525]",True
"[4.1374766141159, 0.8183823455371058]",True
"[4.137457109892499, 0.8183507160526524]",True
"[4.137383675852602, 0.8184630724024501]",True
"[4.137408962093772, 0.8183039327758865]",True
"[4.137473855768696, 0.818320825672041]",True
"[4.137513965153936, 0.8183353999191799]",True
"[4.137518309029699, 0.8184195008694916]",True
"[4.13746078113159, 0.8183209026181505]",True
"[4.137391608700454, 0.8184549051735533]",True
"[4.137408092035381, 0.8183915618707537]",True
"[4.1375152932189785, 0.8184050218767082]",True
"[4.137522895887351, 0.8182616962923868]",True
"[4.137524494348423, 0.8183543338013186]",True
"[4.137576364768801, 0.8183150079121871]",True
"[4.137372827752539, 0.818490706872297]",True
"[4.1374353452937775, 0.8183358050187657]",True
"[4.1375093427658864, 0.8183247328501233]",True
"[4.135887989685226, 0.8182236582217357]",True
"[4.136501448544026, 0.8185352017541607]",True
"[4.136533742828285, 0.8186299059704927]",True
"[4.136070610529969, 0.8189520065616543]",True
"[4.136621777532144, 0.8186584207147105]",True
"[4.1370626807499, 0.8184801959358747]",True
"[4.137523970522603, 0.8183107052598303]",True
"[4.137461272560303, 0.8183348077293824]",True
"[4.137504114276004, 0.8183492721048052]",True
"[4.137468704822112, 0.8184162241080998]",True
"[4.137506288774372, 0.818388519383825]",True
"[4.137388617631771, 0.8183721632079448]",True
"[4.135848788010025, 0.8182977246968346]",True
"[4.136571766583509, 0.8185797796322573]",True
"[4.13667897436184, 0.8186159731387448]",True
"[4.136045877015725, 0.8189802017285776]",True
"[4.136897637699322, 0.8185691603431078]",True
"[4.137127167546109, 0.8184887395460767]",True
"[4.137447234187504, 0.8183425636709083]",True
"[4.136666289592438, 0.818293501486343]",True
"[4.1367365278557475, 0.8185286787699934]",True
"[4.136513104310395, 0.8186641358766473]",True
"[4.136449518536967, 0.8187146003475093]",True
"[4.135918578677881, 0.8188368994686102]",True
"[4.136880556095991, 0.8185157199879532]",True
"[4.1372888036080235, 0.8184185539322621]",True
"[4.137607924875064, 0.8182399671203744]",True
"[4.137404371559031, 0.8183728671201008]",True
"[4.137476151430756, 0.818411322668318]",True
"[4.136318552468821, 0.818584639262761]",True
"[4.137524624190388, 0.8183245445909092]",True
"[4.137384757551499, 0.8183262967990841]",True
"[4.137691998843126, 0.8181873657759337]",True
"[4.13705127031469, 0.8182261591792285]",True
"[4.137073684358093, 0.8184839533191532]",True
"[4.13734225055222, 0.8184940014342283]",True
"[4.136526997045464, 0.8185034959090977]",True
"[4.13750242676831, 0.8183909378928423]",True
"[4.137546607762052, 0.818275084418108]",True
"[4.137590200998915, 0.8183402077292085]",True
"[4.137531945701609, 0.8182690631362743]",True
"[4.1373004409511145, 0.8183977451329719]",True
"[4.137514900432338, 0.8183672220111465]",True
"[4.137419201040265, 0.8184145107110897]",True
"[4.137582943198106, 0.8182674567143352]",True
"[4.136811890210001, 0.8182852820404919]",True
"[4.136654185361471, 0.8186072047145123]",True
"[4.137255269560695, 0.8184091126371665]",True
"[4.137436381598813, 0.8183664810115825]",True
"[4.137367374949601, 0.8183765200053646]",True
"[4.136911885148494, 0.8183121884580216]",True
"[4.136673689474863, 0.818500836780947]",True
"[4.136599125726922, 0.8186508331886401]",True
"[4.136011428747864, 0.8188260362458628]",True
"[4.136826279876528, 0.8185718888848363]",True
"[4.136888553062894, 0.8184400941307497]",True
"[4.137600481393267, 0.8183814907515861]",True
"[4.137538996510929, 0.818274633495309]",True
"[4.136880122826813, 0.8183037678995786]",True
"[4.136732110042423, 0.8184796922949817]",True
"[4.135764831742296, 0.8189273113625962]",True
"[4.136042792267973, 0.8187362293374851]",True
"[4.135699970138139, 0.818873514009236]",True
"[4.135960249008867, 0.8187959126050475]",True
"[4.135975977832789, 0.8188359009100302]",True
"[4.135957903989592, 0.8187687201567154]",True
"[4.136006166449218, 0.8188467127668001]",True
"[4.1358670811602005, 0.8188984599020123]",True
"[4.136208718221665, 0.8187507660337974]",True
"[4.136079411032842, 0.8186779723635395]",True
"[4.136073117263807, 0.8187717875112482]",True
"[4.136074716112521, 0.8186959047012189]",True
"[4.135913962199523, 0.8189999604539222]",True
"[4.136510161472985, 0.8187125139930858]",True
"[4.137013282108223, 0.8185733507410855]",True
"[4.137202354408362, 0.8183000721538418]",True
"[4.136895269121089, 0.818268703741498]",True
"[4.136810354148104, 0.8184395836333014]",True
"[4.13631062723381, 0.8187746008440893]",True
"[4.13713230215528, 0.8185221842296069]",True
"[4.137462108820123, 0.8183537633922174]",True
"[4.136456804335868, 0.8185695900429613]",True
"[4.137156521681395, 0.818357286530494]",True
"[4.13766884490417, 0.8182925831895808]",True
"[4.137374663587759, 0.8184187290680061]",True
"[4.136915716883579, 0.8183214399999758]",True
"[4.136474970781243, 0.818707262620047]",True
"[4.137050115205254, 0.8185048818734717]",True
"[4.137488453308591, 0.818320698178398]",True
"[4.137537386142485, 0.8183196839637243]",True
"[4.137448352553359, 0.8183080893644623]",True
"[4.137447962650065, 0.8183351695987399]",True
"[4.1370919051739135, 0.8184976846299442]",True
"[4.137542564812075, 0.8182782567210879]",True
"[4.137402870628394, 0.818348166223461]",True
"[4.137538382674793, 0.8183498736521454]",True
"[4.137410766149664, 0.8183732574627451]",True
"[4.137583991216602, 0.818360309014265]",True
"[4.137394988009582, 0.8183993967098355]",True
"[4.136515224104021, 0.8183472198374091]",True
"[4.137421864871668, 0.8183866876698442]",True
"[4.136887888249279, 0.8183603109283066]",True
"[4.136503413170569, 0.818597839517777]",True
"[4.136259747293795, 0.8188462306451046]",True
"[4.136654979966925, 0.8186248537944724]",True
"[4.137255090134737, 0.8183764412235787]",True
"[4.13736797999368, 0.8184386852987978]",True
"[4.137562830161056, 0.8182922969773428]",True
"[4.137475488040926, 0.8183499792249522]",True
"[4.137377095782624, 0.8183987236219086]",True
"[4.137374814947913, 0.8183772777100865]",True
"[4.1373695074888035, 0.8183788434599014]",True
"[4.137376680057187, 0.8183809030015902]",True
"[4.1374908742202505, 0.8182853049217051]",True
"[4.137518639950247, 0.8183664684337504]",True
"[4.137514535828573, 0.8183560493183346]",True
